Name,Birth,Death,nationality_1,nationality_2,dates_in_paris,Schools Attended,Exhibitions,Contacts,Government Grant,Notes,Tags,Image,address,lon,lat
"Mugnaini, Tullio",1895,1975,Brazil,,1924,student of Jean-Paul Laurens,"1923, 1924, 1925 Salon des Artistes Français<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br /> 1924 Société Nationale des Beaux-Arts (Vieilles maisons (Martigues))<br /> 1925 (Nov. ) individual exhibition<br /> 1927 Société des artistes Français (Vieux Cloître (Pays Basque) 2 views)<br /> 1928 Salon des Indépendants",NA,yes,NA,"Brazil, 1924 Exposition d'Art Américain-Latin, Salon des Artistes Français, Société Nationale des Beaux Arts",NA,"11, rue Boissonnade (XIVe)",2.334614,48.8395025
"Murillo, Gerardo (Dr. Atl)",1875,1964,Mexico,,1911-1914 (before WWI),NA,"1914 (May 1-15) Exposition Atl: Les Montagnes du Mexique Galerie Joubert et Richebourg, 19, place de la Madeleine",NA,NA,NA,Mexico,NA,NA,NA,NA
"Musso, J. Ricardo",1897,?,Argentina,,?-1931,NA,"1927, 1929 Salon d'Automne<br /> 1937 Exposition internationale des arts et techniques dans la vie moderne, Argentine Pavilion",NA,NA,NA,"Argentina, Salon d'Automne, 1937 Exposition Internationale des Arts et Techniques dans la Vie Moderne",NA,NA,NA,NA
"Narváez, Francisco",1905,1982,Venezuela,,1928-1931,Académie Julian(Oct. 1928-Jun. 1929); Atelier Paul Landowski; assisted in François Pompon's studio,"1931 (or 1930?) Salon des Artistes Français (Vendedora de Pescado sculpture)<br /> 1931 Salon des Indépendants (Portrait de jeune fille, L'école)","Paul Landowski, Bernard, François Pompon; studied the work of Rodin, Aristide Maillol, Emile-Antoine Bourdelle, Mateo Hernández, Charles Despiau and Pablo Gargallo",NA,sculptor,"Venezuela, Salon des Artistes Français, Académie Julian",NA,"55, rue de Docteur Duran, Arcueil",2.3304325,48.8077673
"Negri, Nina",1909,1981,Argentina,,NA,"Académie André Lhote, Fernand Leger, Gromaire, Atelier 17","1937 Galerie Quatre-Chemin with Atelier 17, Salon des Indépendants",NA,NA,NA,"Argentina, female, Salon des Indépendants, Académie André Lhote",NA,NA,NA,NA
"Nery, Ismael",1900,1934,Brazil,,1921; 1927 (few months),Académie Julian,NA,"Surrealists, Chagall",NA,NA,"Académie Julian, Brazil",NA,NA,NA,NA
"Noguiera, Andrés",NA,NA,Cuba,,1928 (few months),NA,"1928 (Jan. 15) Exposición de Pinturas, Esculturas y Grabados de Andrés Nogueira, Domingo Ravenet y Alberto Sabas Asociación Paris-Amérique-Latine, París (sponsored by the Ambassador of Cuba in France, Carlos Manuel de Céspedes, introduction by Ramón Gómez de la Serna)",NA,NA,"older artist, wife from Spain",Cuba,NA,NA,NA,NA
"Olatello, Julia",NA,NA,Unknown,,ca. 1923,NA,1923 Société Nationale des Beaux-Arts,NA,NA,NA,"female, Société Nationale des Beaux Arts",NA,NA,NA,NA
"Olazo, Francisco",1904,1948,Peru,,ca. 1927,NA,1927 Cercle Paris-Amérique Latine (gouaches and watercolor landscapes) with Domingo Pantigoso,NA,NA,NA,Peru,NA,NA,NA,NA
"Orozco, Jose Clemente",1883,1949,Mexico,,"not in Paris for 1925 or 1929 exhibition, 1932 summer",NA,"1925 (Dec.) Galerie Bernheim-Jeune (individual exhibition of 43 pencil drawings and watercolors)<br /> 1929 Fermé la Nuit, teahouse, gallery and bookshop Horrores series",NA,NA,NA,"Mexico, Galerie Bernheim-Jeune",NA,NA,NA,NA
"Ortiz de Zarate, Julio",1885,1946,Chile,,"1919, 1922, 1928",NA,1930 Salon des Tuileries,NA,yes 1922,"Grupo de Montparnasse; mostly flower paintings; listed in Dictionnaire Biographique des Artistes Contemporains, 1910-1930","Chile, Salon des Tuileries",NA,NA,NA,NA
"Ortiz de Zarate, Manuel",1887,1946,Chile,,1904-1946,École des Beaux-Arts,"1912 Salon des Indépendants<br /> 1916 (June 14-30) Galerie des Indépendents (Chéron et Cie) with Derain, Hayden, Kremegne, Léger, Lhote, Manolo, Matisse, Metzinger, Mietchaninoff, Picasso<br /> 1916 (Nov. 19-Dec. 5) Lyre et palette with Kisling, Modigliani, Picasso, Art Négre (Gee 239)<br />  1919 (Apr.) Galerie Branger with Morgan Russel, Zadkine<br /> 1919 (Feb. 24-Mar. 8) Galerie Berthe Weill, with Morgan Russell and René Dury<br /> 1921 (Apr. 8) Quarante sept artistes exposent au Café du Parnasse<br /> 1922 (Feb. 1) group exhibition at La Rotonde<br /> 1923 (Jan. 19-Feb. 1) group exhibition at la Licorne organized by the Revue Montparnasse<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br /> 1925 (Mar 30-Apr. 10) Bernheim-Jeune with Van Dongen and Birger Hoog<br /> 1927 (Feb. 14-25) exhibition at Bernheim-Jeune<br /> 1920, 1921, 1922, 1923, 1924, 1925, 1926, 1927, 1928, 1929, 1930, 1931, 1932, 1933, 1934, 1935, 1937, 1938, 1940, 1944  Salon d'automne<br /> 1923, 1924, 1925, 1926, 1927, 1928, 1929, 1930, 1932, 1933, 1935, 1936, 1938, 1939 Salon de Tuileries",Modigliani,NA,"sells Nature Morte in 1926 for 1400f; listed in Dictionnaire Biographique des Artistes Contemporains, 1910-1930","Chile, 1924 Exposition d'Art Américain-Latin, Salon d'Automne, Salon des Indépendants, Salon des Tuileries, Galerie Bernheim-Jeune",NA,"76, rue Olivier-de-Serres (1912)",2.2944688,48.8333434
"Ortiz de Zarate, Manuel",1887,1946,Chile,,1904-1946,École des Beaux-Arts,"1912 Salon des Indépendants<br /> 1916 (June 14-30) Galerie des Indépendents (Chéron et Cie) with Derain, Hayden, Kremegne, Léger, Lhote, Manolo, Matisse, Metzinger, Mietchaninoff, Picasso<br /> 1916 (Nov. 19-Dec. 5) Lyre et palette with Kisling, Modigliani, Picasso, Art Négre (Gee 239)<br />  1919 (Apr.) Galerie Branger with Morgan Russel, Zadkine<br /> 1919 (Feb. 24-Mar. 8) Galerie Berthe Weill, with Morgan Russell and René Dury<br /> 1921 (Apr. 8) Quarante sept artistes exposent au Café du Parnasse<br /> 1922 (Feb. 1) group exhibition at La Rotonde<br /> 1923 (Jan. 19-Feb. 1) group exhibition at la Licorne organized by the Revue Montparnasse<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br /> 1925 (Mar 30-Apr. 10) Bernheim-Jeune with Van Dongen and Birger Hoog<br /> 1927 (Feb. 14-25) exhibition at Bernheim-Jeune<br /> 1920, 1921, 1922, 1923, 1924, 1925, 1926, 1927, 1928, 1929, 1930, 1931, 1932, 1933, 1934, 1935, 1937, 1938, 1940, 1944  Salon d'automne<br /> 1923, 1924, 1925, 1926, 1927, 1928, 1929, 1930, 1932, 1933, 1935, 1936, 1938, 1939 Salon de Tuileries",Modigliani,NA,"sells Nature Morte in 1926 for 1400f; listed in Dictionnaire Biographique des Artistes Contemporains, 1910-1930","Chile, 1924 Exposition d'Art Américain-Latin, Salon d'Automne, Salon des Indépendants, Salon des Tuileries, Galerie Bernheim-Jeune",NA,"8, rue de la Grande-Chaumière",2.3308215,48.8423849
"Ortiz de Zarate, Manuel",1887,1946,Chile,,1904-1946,École des Beaux-Arts,"1912 Salon des Indépendants<br /> 1916 (June 14-30) Galerie des Indépendents (Chéron et Cie) with Derain, Hayden, Kremegne, Léger, Lhote, Manolo, Matisse, Metzinger, Mietchaninoff, Picasso<br /> 1916 (Nov. 19-Dec. 5) Lyre et palette with Kisling, Modigliani, Picasso, Art Négre (Gee 239)<br />  1919 (Apr.) Galerie Branger with Morgan Russel, Zadkine<br /> 1919 (Feb. 24-Mar. 8) Galerie Berthe Weill, with Morgan Russell and René Dury<br /> 1921 (Apr. 8) Quarante sept artistes exposent au Café du Parnasse<br /> 1922 (Feb. 1) group exhibition at La Rotonde<br /> 1923 (Jan. 19-Feb. 1) group exhibition at la Licorne organized by the Revue Montparnasse<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br /> 1925 (Mar 30-Apr. 10) Bernheim-Jeune with Van Dongen and Birger Hoog<br /> 1927 (Feb. 14-25) exhibition at Bernheim-Jeune<br /> 1920, 1921, 1922, 1923, 1924, 1925, 1926, 1927, 1928, 1929, 1930, 1931, 1932, 1933, 1934, 1935, 1937, 1938, 1940, 1944  Salon d'automne<br /> 1923, 1924, 1925, 1926, 1927, 1928, 1929, 1930, 1932, 1933, 1935, 1936, 1938, 1939 Salon de Tuileries",Modigliani,NA,"sells Nature Morte in 1926 for 1400f; listed in Dictionnaire Biographique des Artistes Contemporains, 1910-1930","Chile, 1924 Exposition d'Art Américain-Latin, Salon d'Automne, Salon des Indépendants, Salon des Tuileries, Galerie Bernheim-Jeune",NA,NA,NA,NA
"Otero, Carlos",1886,1977,Venezuela,,1912-1922; 1923-Dec. 1924; 1936,"Ecole des Beaux Arts with Cormont, Colin, Flamant","1913 Salon des Artistes Français (Quartier Latin)<br /> 1916 Salon ? (La Sopa de los Refugiados de Reims)<br /> 1920, 1921, 1923 (Paysage, Paysage, Carmen Flores, Chanteuse espagnole, Printemps à Fiesole) Salon des Indépendants<br /> 1923 Inaugural exhibition at the Maison de l'Amérique Latine<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br /> (L'heure du thé, La ville close, Barques de pêche, Maison paysanne, Bateaux thonniers)",NA,NA,NA,Venezuela,NA,"68, rue de Gergovie (XIVe)",2.3168194,48.8322243
"Pacheco Ferraz, Antonio (or Jerraz)",1904,2006,Brazil,,1929,Emile Renard,"1929 Société des Artistes Français (Une rue à Concarneau (illustrated in catalogue p. 72), Vieille maison et chapelle, Douarnenez)",NA,NA,NA,"Brazil, Salon des Artistes Français",NA,"57, rue de Seine",2.3369602,48.8545902
"Pantigoso, Manuel Domingo",1901,2001,Peru,,1927,NA,1927 (Nov. 20-Dec. 3) Cercle Paris-Amérique Latine (gouaches and watercolor landscapes) with Francisco Olazo,NA,NA,NA,Peru,NA,NA,NA,NA
"Pareja, Miguel Angel",1908,1984,Uruguay,,1929 or 1937-1938 (dates conflict),"Académie Ranson, Roger Bissière",1924 Salon des Artistes Français,NA,NA,NA,"Salon des Artistes Français, Uruguay, Académie Ranson",NA,NA,NA,NA
"Pedroza, Olga Mary",1891,1963,Brazil,,ca. 1928,Fernand Sabatté,"1930 (Rêverie), 1931 Société des Artistes Français(exhibited there for 9 seasons)<br /> 1931 Salon des Femmes Artistes (Petit Maman prize) 1931 Salon d'Automne (Petit Maman prize)<br /> Galerie Durand-Ruel ?",NA,NA,NA,"Brazil, female, Salon d'Automne, Salon des Artistes Français",NA,"4, rue de Messine",2.3110547,48.876686
"Pedroza, Raul",1892,1962,Brazil,,NA,Académie Julian (Nov. 1929-Mar. 1930),NA,NA,NA,NA,"Brazil, Académie Julian",NA,NA,NA,NA
"Pelaez, Amelia",1897,1968,Cuba,,1927-1934,Académie de la Grand Chaumière (1928); École nationale supérieure des Beaux-Arts (painting); L’Ecole du Louvre (Art History); Leger's Académie Contemporaine (1931);  Alexandra Exter-composition and color harmony (summer 1931),1933 (Apr. 28-May 12) Galerie Zak<br /> 1933 Salon des Tuileries<br /> 1934  Exposition de Livres Manuscrits Galerie Myrbor (illustrated Sept Poémes by Leon Paul Fargue)<br /> 1934 XI Salon des Indépendents,NA,yes-to study foreign museums (1927-1931),NA,"Cuba, female, Salon des Tuileries, Galerie Zak",NA,"36, avenue Junot XVIIIe (Montmartre)",2.3366567,48.8891742
"Pena,  Antonio",1894,1947,Uruguay,,NA,Bourdelle,1926 Salon d'Automne<br /> 1937 Exposition internationale des arts et techniques dans la vie moderne,NA,NA,"sculptor, medals","Uruguay, Salon d'Automne, 1937 Exposition Internationale des Arts et Techniques dans la Vie Moderne",NA,NA,NA,NA
"Pereira da Silva, Helena",1895,1966,Brazil,,1929-1930,"Laurent,  Jean-Paul Laurens","1929 (Vieille rue de Martigues), 1930 (Faiences et fruits (illustrated in catalogue p. 119), Amours et fleurs), 1931 Société des Artistes Français",NA,NA,NA,"Brazil, female, Salon des Artistes Français",NA,"8 or 36, rue Severo",2.3229755,48.8326202
"Pereyra, Diomedes de",1897,1976,Bolivia,,1920-,NA,"1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera",NA,NA,mostly known as a novelist,"Bolivia, 1924 Exposition d'Art Américain-Latin",NA,"26, avenue du Bois-de-Boulogne (XVIe)",2.2889895,48.8739495
"Perez-Bosch, Lila (or Bosch-Alvear, Lila)",NA,NA,Argentina,,ca. 1928-1930,NA,"1928, 1929, 1930 Salon des Indépendants<br /> 1928 Salon d'Automne<br /> 1936 Salon des Tuileries<br /> Exposition des Artistes Argentins Galerie Diam",NA,NA,"listed in Dictionnaire Biographique des Artistes Contemporains, 1910-1930; daughter of minister of Republic of Argentina in Paris; Galerie Bernheim Jeune and Galerie Georges Petit sold her work","Argentina, female, Salon des Indépendants, Salon d'Automne, Salon des Tuileries",NA,"17, avenue Miormesnil VIIIe",2.3158813,48.8723402
"Perez-Bosch, Lila (or Bosch-Alvear, Lila)",NA,NA,Argentina,,ca. 1928-1930,NA,"1928, 1929, 1930 Salon des Indépendants<br /> 1928 Salon d'Automne<br /> 1936 Salon des Tuileries<br /> Exposition des Artistes Argentins Galerie Diam",NA,NA,"listed in Dictionnaire Biographique des Artistes Contemporains, 1910-1930; daughter of minister of Republic of Argentina in Paris; Galerie Bernheim Jeune and Galerie Georges Petit sold her work","Argentina, female, Salon des Indépendants, Salon d'Automne, Salon des Tuileries",NA,"112, faubourg Saint-Honoré",2.3148644,48.8716672
"Perez-Sucre, Fernando",NA,NA,Argentina,,ca. 1927,NA,"1927 Salon d'Automne (Maharadjah dans son haren, Un bar en l'an 2000, stage design)",NA,NA,decorative arts: stage design,"Argentina, Salon d'Automne",NA,"17, rue de Miromesnil",2.3158813,48.8723402
"Perotti, José",1898,1956,Chile,,1921-1923,"Académie de la Grand Chaumière, Académie Colarossi",NA,Antoine Bourdelle,yes,Grupo de Montparnasse; sculptor,"Chile, Académie Colarossi",NA,NA,NA,NA
"Peseja, Albert",NA,NA,Unknown,,ca. 1923,NA,1923 Salon des Artistes Français,NA,NA,NA,Salon des Artistes Français,NA,NA,NA,NA
"Petit, Henriette",1894,1983,Chile,,1920-1921; 1925-1941,NA,NA,Antoine Bourdelle,NA,Grupo de Montparnasse; daughter of French doctor,"Chile, female",NA,NA,NA,NA
"Pettoruti, Emilio",1892,1971,Argentina,,1924 (Jan. -Jun.),NA,"1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera (L'institutrice, Etude du tableau, Musiciens ambulants)<br /> 1926 (Apr.) Exposition d'art argentin, Jeu de Paume (organized by the Universidad de La Plata)","Juan Gris, Mateo Hernández, Celso Lagar, Manuel Angeles Ortiz, Zadkine, Alfredo Bigatti, Curatella Manés",yes to Italy,"didn't spend much time in Paris; Leonce Rosenberg offered him an exhibition and to be his agent, but he didn't return to Europe","Argentina, 1924 Exposition d'Art Américain-Latin",NA,rue Vendôme,NA,NA
"Pirovano, Ignacio",1909,NA,Argentina,,1909-1929,Académie André Lhote (1928),NA,NA,NA,didn't exhibit in Paris,"Argentina, Académie André Lhote",NA,NA,NA,NA
"Pissarro, Victor",1891,1937,Argentina,,ca. 1925 (various trips to France); 1928-1930,NA,NA,NA,NA,Impressionist style,Argentina,NA,NA,NA,NA
"Pizano, Roberto",1896,1929,Columbia,,1924-1927,Académie Julian (Sept. 1926-Nov. 1927),"1925 (Portuguesa<br /> Vista de Paris), 1926 Salon des Indépendants<br /> 1925 (Retrato de la sañora de Pizano), 1926 (Maternidad, won prize), 1927 (Autorretrato con Juan), 1928 Société Nationale des Beaux-Arts<br /> 1927 International Exhibition in Bordeaux (Maternidad)",NA,NA,NA,"Columbia, Salon des Indépendants, Société Nationale des Beaux Arts, Académie Julian",NA,"5, rue Henri-Martin (XVIe)",2.2722126,48.8641209
"Plaza-Ferrand, Marcelle",NA,NA,Chile,"born in Algeria, married to Chilean)",ca. 1922-1939,NA,"1922, 1923, 1924, 1925, 1926, 1928, 1929, 1930, 1931, 1933, 1934, 1935, 1937, 1938, 1939 Salon des Indépendants<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br /> 1925, 1929, 1937 Salon d'Automne<br /> 1930 Société Nationale des Beaux Arts",NA,NA,NA,"Chile, female, Salon des Indépendants, Salon d'Automne, Société Nationale des Beaux Arts",NA,"14, rue Hégésippe-Moreau (1922)",2.3271485,48.8871867
"Plaza-Ferrand, Marcelle",NA,NA,Chile,"born in Algeria, married to Chilean)",ca. 1922-1939,NA,"1922, 1923, 1924, 1925, 1926, 1928, 1929, 1930, 1931, 1933, 1934, 1935, 1937, 1938, 1939 Salon des Indépendants<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br /> 1925, 1929, 1937 Salon d'Automne<br /> 1930 Société Nationale des Beaux Arts",NA,NA,NA,"Chile, female, Salon des Indépendants, Salon d'Automne, Société Nationale des Beaux Arts",NA,"19, rue Gustave-lambert, Garches (Seine-et-Oise) (1929)",2.1924975,48.8411606
"Plaza-Ferrand, Marcial",1876,1948,Chile,,ca. 1924-1939,NA,"1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br /> 1926? (Feb 1-Mar 1) 35, rue de la Boétie<br /> 1925, 1926, 1928, 1929, 1930, 1932, 1934, 1935, 1937, 1938, 1939 Salon des Indépendants<br /> 1926, 1928 Société Nationale des Beaux-Arts<br /> 1927  (Repos), 1931 Salon des Artistes Français<br /> 1929 Salon d'Automne<br /> 1929 Salon National des Beaux Arts",NA,NA,"listed in Dictionnaire Biographique des Artistes Contemporains, 1910-1930","Chile, 1924 Exposition d'Art Américain-Latin, Salon d'Automne, Salon des Indépendants, Salon des Artistes Français, Société Nationale des Beaux Arts",NA,"14, rue Hégésippe-Moreau (1924)",2.3272041,48.8874775
"Plaza-Ferrand, Marcial",1876,1948,Chile,,ca. 1924-1939,NA,"1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br /> 1926? (Feb 1-Mar 1) 35, rue de la Boétie<br /> 1925, 1926, 1928, 1929, 1930, 1932, 1934, 1935, 1937, 1938, 1939 Salon des Indépendants<br /> 1926, 1928 Société Nationale des Beaux-Arts<br /> 1927  (Repos), 1931 Salon des Artistes Français<br /> 1929 Salon d'Automne<br /> 1929 Salon National des Beaux Arts",NA,NA,"listed in Dictionnaire Biographique des Artistes Contemporains, 1910-1930","Chile, 1924 Exposition d'Art Américain-Latin, Salon d'Automne, Salon des Indépendants, Salon des Artistes Français, Société Nationale des Beaux Arts",NA,"19, rue Gustave-lambert, Garches (Seine-et-Oise) (1929)",2.1924975,48.8411606
"Pogolotti, Marcelo",1902,1988,Cuba,,1924; 1928; 1932-1939 (1929-1932 in Italy),Sorbonne (1930s),"1931 Galerie Royale de París<br /> 1932 Galerie Jeune (Jeanne Castell or Bernheim-Jeune?) Europe-futurist exhibition (Could this be Enrico Prampolini et les aero peintres futuristes italiens, Galerie de la Renaissance?)<br /> 1932 11 pintores modernos italianos Galerie Lazer-Normand (El hombre mecanico, Los campos magneticos)<br /> 1933 Salon de la Association des Ecrivains et Artistes Révolutionnaires (A.E.A.R)<br /> 1934 (Jan. 27-Feb. 18) Exposition des artistes révolutionnaires (A.E.A.R.) (Paisaje cubano, El regalo a la querida o Siglo XX)<br /> 1935 (May 16-Jun. 16) 2eme exposition organisée par la Section des Arts Plastiques de la A.E.A.R., Maison de la Culture, (El plan, El muelle, Diez siglos)<br /> 1938 (Feb-Mar.) Galerie Carrefour<br /> 1939 (Apr.) Salon Populiste Galerie Royale de Paris, group show",NA,NA,NA,"Cuba, Galerie Bernheim-Jeune",NA,Hôtel Pax,2.35005,48.886
"Portinari, Cândido",1903,1962,Brazil,,1929-1931,NA,NA,NA,Premio de Viagem [travel fellowship],travels to Italy and Spain; paints very little in Europe; exhibits in Paris in 1946,Brazil,NA,"hotel, rue du Dragon",2.3303393,48.8528087
"Portinari, Cândido",1903,1962,Brazil,,1929-1931,NA,NA,NA,Premio de Viagem [travel fellowship],travels to Italy and Spain; paints very little in Europe; exhibits in Paris in 1946,Brazil,NA,hotel rue Drouot,2.3424886,48.8730884
"Portinari, Cândido",1903,1962,Brazil,,1929-1931,NA,NA,NA,Premio de Viagem [travel fellowship],travels to Italy and Spain; paints very little in Europe; exhibits in Paris in 1946,Brazil,NA,hotel avenue du Maine,2.323882,48.834376
"Pouget Alfaro, Mlle",NA,NA,Unknown,,NA,NA,1928 Salon des Artistes Français,NA,NA,NA,"female, Salon des Artistes Français",NA,NA,NA,NA
"Pozzo, Héctor",NA,NA,Argentina,,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA
"Prevosti, Carlos",1896,1955,Uruguay,,ca. 1928,"Fernand Leger, Académie André Lhote, Le Fauconnier, Falory, Bissière, Souvaje (architect); Art and Design School in Paris (official title not known) (enamel); theatre design school Medgyes",NA,NA,yes (Consejo Nacional de Administración),NA,"Académie André Lhote, Uruguay",NA,NA,NA,NA
"Puyó, Inés",1906,1996,Chile,,ca. 1928,"Henry de Warroquier, Othon Friez, Académie André Lhote",NA,NA,yes,Grupo de Montparnasse ?,"Chile, female, Académie André Lhote",NA,NA,NA,NA
"Quezada, Armando",1906,?,Mexico,,?-1933,NA,1931 Société Nationale des Beaux-Arts,NA,NA,sculptor,"Mexico, Société Nationale des Beaux Arts",NA,NA,NA,NA
"Quintero[s], Gonzalo",1891,1957,Colombia,,1926-1931,Académie Julian (with Bouchard and Landowski),"1928 Salon d'Automne<br /> 1929 Société des Artistes Français (Après le bain, platre statue<br /> 1930 (Apr. 30-Jun. 30) Salon de la société des Artistes Français (Portrait de Mme M., silver<br /> 1931 exhibition at La Grand Palais (Llanero enlazando un Toro)<br /> Champs-Elysées exhibition (Cabeza de Antonio de J. Romero Cubides, bronce)",NA,NA,sculptor,"Colombia, Salon d'Automne, Salon des Artistes Français, Académie Julian",NA,"246, rue de Rennes",2.324072,48.8443835
"Quiros, Bernaldo de",1881,1968,Argentina,,ca. 1931,NA,1931 Musée de Jeu de Paume,NA,NA,"listed in Dictionnaire Biographique des Artistes Contemporains, 1910-1930",Argentina,NA,NA,NA,NA
"Quízpez Asín,  Alfredo (César Moro) (1903-",1903,1956,Peru,,1925-1933,self-taught,"1926 (Mar. 6-17)  Quelques Peintres de l'Amérique Latine Cabinet Maldoror, Brussels (group show with Santos Balmori, Isaías Cabezón, Jaime Colson)<br /> 1927 (Mar. 10-16) Société París-Amérique Latine (Scènes péruviennes) with Jaime Colson, catalogue by Francis Miomandre<br /> (1926 show traveled to Galerie Pierre? see Dreyfus)","surrealism (Paul Eluard, Benjamin Peret, Andre Breton, Ernst)",NA,primarily a poet and dancer,"Peru, self-taught",NA,NA,NA,NA
"Quízpez Asín, Carlos",1900,1983,Peru,,1925 (5 months),NA,NA,César Vallejo,NA,NA,Peru,NA,NA,NA,NA
"Ramaugé, Roberto",1892,1973,Argentina,,ca. 1915-,NA,"1923 Société Nationale des Beaux-Arts<br /> 1926 (May 18-30) Exposition des Oeuvres de Roberto Ramaugé, Galerie Barbazanges, 109, Faubourg Saint-Honoré<br /> 1927 Galerie Georges Petit<br /> 1927 (Jun. ?) Exposition de Peintres et Sculpteurs Argentins, L'Association Paris-Amérique Latine<br /> 1928 (fall) individual exbibition<br /> 1930 Hôtel Montmartois (held his own show of landscapes)<br /> 1931 Salon des Artistes Français",NA,NA,NA,"Argentina, Salon des Artistes Français, Société Nationale des Beaux Arts",NA,NA,NA,NA
"Ramos, Luis",1899,1955,Colombia,,ca. 1928-1934,Académie Julian (1928 Oct.),1928 exhibition?,NA,NA,NA,"Colombia, Académie Julian",NA,NA,NA,NA
"Ravenet, Domingo",1905,1969,Cuba,,1927-1932,Académie de la Grand Chaumière (1928-29),"1928 (Jan. 15) Exposición de Pinturas, Esculturas y Grabados de Andrés Nogueira, Domingo Ravenet y Alberto Sabas, Asociación Paris-Amerique Latine, (sponsored by Cuban Ambassador to France, Carlos Manuel de Céspedes, introduction by Ramón Gómez de la Serna)",NA,NA,NA,Cuba,NA,"52, rue de l’Avenir, Les Lilas, Seine",2.3958645,48.8719366
"Rego Monteiro, Joaquin",1903,1934,Brazil,,1926,NA,NA,NA,NA,Is this a mistake or relative of Vicente do Rego Monteiro?,Brazil,NA,NA,NA,NA
"Rego Monteiro, Vicente do",1899,1970,Brazil,,"1911-1914; 1921-1938, 1946-1957 alternated between Brazil and Paris",Académie Julian; Académie Colarossi (1911-14),"1913, 1923, 1924, 1925, 1926, 1927, 1928, 1929 Salon des Indépendants<br /> 1923, 1924 Salon des Tuileries<br />  1923 Inaugural exhibition at the Maison de l'Amérique Latine<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br /> 1925 Salon d'Automne<br /> 1925 Galerie Fabre<br /> 1928 Galerie Bernheim-Jeune (introduction by Ozenfant)<br /> 1929 Salon des Surindépendants<br /> 1930  (Apr. 11-24) Première exposition du groupe latino-americain de Paris Galerie Zak<br /> 1937 Galerie Katia Granoff<br /> 1937 Galerie David Garnier<br /> represented by Léonce Rosenberg at the Galerie l'Effort Moderne",NA,NA,"1930 he and the French poet and critic Géo-Charles (1892-1963) organized the first comprehensive exhibition in Brazil of artists from the Ecole de Paris, which was seen in Recife, Rio de Janeiro and São Paulo; sold La belle et les biches for 850f in 1928","Brazil, Salon des Indépendants, 1924 Exposition d'Art Américain-Latin, Salon des Tuileries, Galerie Zak, Galerie Bernheim-Jeune, Académie Julian, Académie Colarossi",NA,"17, rue Gros 6e (1923), 21, rue Impératrice-de-Russie, Nice (1924), 107, avenue du Maine 14e (1925), 11, avenue Junot, villa 14, XVIIIe (1927)",2.2762836,48.8511548
"Reinoso, Manuel",NA,NA,Unknown,,ca. 1923,NA,1923 Inaugural exhibition at the Maison de L'Amérique Latine,NA,NA,NA,NA,NA,NA,NA,NA
"Rendón Seminario, Manuel",1894,1980,Ecuador,,1894-1920; 1922; 1925-1937 (born in France),Académie de la Grande Chaumière,"1918 Galerie Vildrac<br /> 1920, 1922, 1923, 1924, 1925, 1926 Salon des Indépendants<br /> Café de la Rotonde<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera (Nature morte, Paysage, 2 untitled)<br /> 1924 Salon d'Automne<br /> 1925 (Mar. 15) L’Exposition de la compagnie des peintres et sculpteurs professionnels a la closerie des lilas<br /> 1926 Galerie Zborowski<br /> 1930 (Apr. 11-24) Première exposition du groupe latino-americain de Paris, Galerie Zak<br /> 1930, 1931 Salon des Superindependantes<br /> 1927-1932 under contract at Galerie L'effort Moderne<br /> 1926, 1927, 1928, 1929, 1946 Salon des Tuileries","Modigliani, Chaim Soutine",NA,Léonce Rosenberg was his dealer from 1926-1932; sold Le scaphandrier for 710f in 1927; sold L'Extase for 750f in 1928,"Ecuador, Salon des Indépendants, 1924 Exposition d'Art Américain-Latin, 1930 Exposition du Groupe Latino-Americain, Académie de la Grande Chaumière, Salon des Tuileries, Galerie Zak",NA,"117, rue N.-D.-des-Champs (Vie)-shared studio with Toledo Piza and Tobón Mejia",2.33454,48.8408
"Reszka, Pedro",1872,1960,Chile,,NA,NA,NA,NA,NA,NA,Chile,NA,NA,NA,NA
"Reveron, Armando",1889,1954,Venezuela,,Didn't live in Paris; Luisa Phelps brought a group of his paintings to Paris for exhibition in 1933,NA,1933 (Dec.) or 1934 (Oct.) Galerie Katia Granoff,NA,NA,NA,Venezuela,NA,NA,NA,NA
